prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,head,token_count_actual,n_nodes,n_edges,lcc_size,density,mean_forman_curvature,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,avg_shortest_path_lcc,edge_weight_mean,edge_weight_std,row_entropy_mean,row_entropy_std
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,0,13,12,66,12,0.5,47.95857052326597,5.5,5.5,11.0,11.0,1.8750145544437318,2.0385912990026296,0.6684099327760139,1.5165520689704202,0.713328055340976
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,1,13,12,65,12,0.49242424242424243,67.75644644698248,5.416666666666667,5.416666666666667,11.0,11.0,1.486038586058548,2.372525948693603,1.101856106609048,1.2284466624259949,0.7153289887539984
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,2,13,12,66,12,0.5,54.08127952207712,5.5,5.5,11.0,11.0,1.7168696521926292,2.1384346562843812,0.8031175928710501,1.420571961186149,0.7445875860701153
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,3,13,12,66,12,0.5,59.35556718261519,5.5,5.5,11.0,11.0,1.837637425562391,2.200716807995964,0.9519094046383269,1.4184190956029026,0.6655046971601266
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,4,13,12,63,12,0.4772727272727273,56.42696584222066,5.25,5.25,11.0,10.0,1.6159987535696931,2.424522020496118,1.1861958628882485,1.1579496318643743,0.622630054565949
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,5,13,12,66,12,0.5,59.127728979396075,5.5,5.5,11.0,11.0,1.7940950185544626,2.210833321672458,0.9152491786282035,1.3894614956595681,0.6723629166346209
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,6,13,12,66,12,0.5,66.18523753870143,5.5,5.5,11.0,11.0,1.6390456302519647,2.305072787610777,1.0593232313227443,1.328959735957059,0.6796431205479381
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,7,13,12,42,12,0.3181818181818182,16.299958492165405,3.5,3.5,11.0,8.0,1.3235290666348036,2.1812806880115665,1.5072983677923708,0.8316652842543342,0.6164600681646615
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,8,13,12,65,12,0.49242424242424243,55.49889490948083,5.416666666666667,5.416666666666667,11.0,11.0,1.8842459667358389,2.184183519159008,0.9206986576161782,1.3933403166857632,0.6691595162495023
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,9,13,12,66,12,0.5,56.178670013622906,5.5,5.5,11.0,11.0,1.9333808866280924,2.1649246178643393,0.8615184664443212,1.421534700827165,0.6609079448811834
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,10,13,12,65,12,0.49242424242424243,53.47528712152561,5.416666666666667,5.416666666666667,10.0,11.0,1.941055904433016,2.1521045986512335,0.8781995887306994,1.418562889099121,0.6551447142871654
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,11,13,12,66,12,0.5,53.969986108658,5.5,5.5,11.0,11.0,1.842662688748122,2.1344763097653856,0.8067658758511852,1.429493947462602,0.6998537571533163
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,0,13,12,66,12,0.5,51.919512164308884,5.5,5.5,11.0,11.0,1.851387872096505,2.095476713116294,0.7811361059419745,1.4823679382150823,0.6939281609924264
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,1,13,12,64,12,0.48484848484848486,53.898875838410774,5.333333333333333,5.333333333333333,10.0,11.0,1.8012529204010908,2.1870493034123957,0.9856254258042537,1.3981861092827537,0.6306201322034634
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,2,13,12,61,12,0.4621212121212121,49.98976562801105,5.083333333333333,5.083333333333333,11.0,11.0,1.8310115659693338,2.2012255581557847,1.055927933191683,1.3133404688401655,0.5952995096588294
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,3,13,12,66,12,0.5,70.10149093678505,5.5,5.5,11.0,11.0,1.9482262534422639,2.362264648296026,1.1174863169418547,1.2937175794081255,0.6250236974668687
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,4,13,12,66,12,0.5,63.384279859499024,5.5,5.5,11.0,11.0,1.877793395668849,2.263408237434273,1.0153978759380071,1.372763146053661,0.6087881242525287
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,5,13,12,61,12,0.4621212121212121,51.03391092880879,5.083333333333333,5.083333333333333,11.0,11.0,1.8064563833506457,2.191625868943919,1.0511854011698187,1.3164941614324397,0.6135388789019265
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,6,13,12,63,12,0.4772727272727273,54.97494027931306,5.25,5.25,11.0,11.0,1.7965689911473437,2.2265052936676915,1.0223956692983422,1.3235619935122402,0.617400358734444
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,7,13,12,66,12,0.5,64.08713559103006,5.5,5.5,11.0,11.0,1.7047136070427222,2.2657973159410214,1.0447069624004097,1.385114778171886,0.6308798953515681
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,8,13,12,66,12,0.5,68.12609467645055,5.5,5.5,11.0,11.0,1.62576310020056,2.3443668816718004,1.0647681138417846,1.2765575051307678,0.635135364938867
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,9,13,12,61,12,0.4621212121212121,45.90829505496676,5.083333333333333,5.083333333333333,11.0,11.0,1.6904330244578274,2.1214989892040634,0.9649335033859514,1.3666697307066484,0.6174936418756829
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,10,13,12,62,12,0.4696969696969697,49.15297591468218,5.166666666666667,5.166666666666667,11.0,11.0,1.7593896763727814,2.4453957650943856,1.2386724578046258,1.1450064886700024,0.5790861123972199
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,11,11,13,12,46,12,0.3484848484848485,-7.877316534001914,3.8333333333333335,3.8333333333333335,10.0,10.0,1.3734946173606546,2.2590169961769755,1.4105678548294331,0.877009695226496,0.5477482142373361
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,0,13,12,66,12,0.5,52.32297246290728,5.5,5.5,11.0,11.0,1.890107188790937,2.1025446469192905,0.7880434853690248,1.4710496230558916,0.6989818890011831
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,1,13,12,65,12,0.49242424242424243,59.745787551770945,5.416666666666667,5.416666666666667,11.0,10.0,1.4273301316208387,2.3775767821694687,1.1254535735408093,1.2476301464167507,0.6096696128612052
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,2,13,12,66,12,0.5,52.17800089460172,5.5,5.5,11.0,11.0,1.8235580269858769,2.1065678784245905,0.767526927227893,1.4595850489356301,0.6960012910266857
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,3,13,12,65,12,0.49242424242424243,50.636144405412594,5.416666666666667,5.416666666666667,10.0,11.0,1.660792974220649,2.119315909638348,0.7901274988165409,1.4051289016550237,0.7388931559319017
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,4,13,12,63,12,0.4772727272727273,53.41066196079081,5.25,5.25,11.0,10.0,1.7732914422520683,2.3818590316787835,1.16007672206235,1.1980367573824795,0.6097329421610016
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,5,13,12,66,12,0.5,61.49101040045902,5.5,5.5,11.0,11.0,1.8293373031408977,2.2335056960084616,0.9875885224765466,1.3878705447370356,0.6992775307980441
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,6,13,12,65,12,0.49242424242424243,52.076917900082016,5.416666666666667,5.416666666666667,11.0,10.0,1.6509995769866908,2.2630643341250116,1.0278824765930763,1.340022404085506,0.6599724636952611
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,7,13,12,41,12,0.3106060606060606,-23.059422359627597,3.4166666666666665,3.4166666666666665,11.0,7.0,1.6378456078302661,2.058793213122163,1.3974291245064823,0.842590947042812,0.6204092907983072
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,8,13,12,66,12,0.5,57.885788403887716,5.5,5.5,11.0,11.0,1.8576761849273782,2.18981498324502,0.8974929684741008,1.3969525586475025,0.7048145606735953
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,9,13,12,66,12,0.5,55.3079497743965,5.5,5.5,11.0,11.0,1.9849531093933785,2.147621644832171,0.8541489004924377,1.4487058032642712,0.6523139536977237
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,10,13,12,66,12,0.5,51.841989626466436,5.5,5.5,11.0,11.0,1.9237432741672802,2.099284930456066,0.7655597757382215,1.4708359783346003,0.6984488318367849
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,11,13,12,66,12,0.5,58.5589023378689,5.5,5.5,11.0,11.0,1.5406314180217187,2.2070451463187464,0.8927017685246005,1.3763180483471265,0.6615355301319873
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,0,13,12,66,12,0.5,50.93082100239106,5.5,5.5,11.0,11.0,1.9209472854648404,2.074729143130633,0.7730693219022193,1.5065579902042041,0.702381726423918
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,1,13,12,65,12,0.49242424242424243,64.80429751167027,5.416666666666667,5.416666666666667,11.0,11.0,1.5126374123454154,2.3279801775048337,1.0783692075429199,1.285840392112732,0.5954076443457322
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,2,13,12,66,12,0.5,58.49759963844517,5.5,5.5,11.0,11.0,1.8049431760384083,2.2024634313579057,0.9006696365806837,1.3877146460793235,0.6500706401462957
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,3,13,12,62,12,0.4696969696969697,59.44547011006558,5.166666666666667,5.166666666666667,11.0,11.0,1.8215059227636423,2.334746240265385,1.1477674506241313,1.2165414528413252,0.5719311663502717
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,4,13,12,66,12,0.5,63.889175032680434,5.5,5.5,11.0,11.0,1.6777822169478884,2.2795194381539767,1.0039826068586168,1.3325878490101208,0.6896995239386922
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,5,13,12,63,12,0.4772727272727273,57.174565866093275,5.25,5.25,11.0,11.0,1.873164948317993,2.235962756810108,1.078579428397525,1.3492761200124568,0.5810152245472938
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,6,13,12,64,12,0.48484848484848486,48.9648466622163,5.333333333333333,5.333333333333333,11.0,11.0,1.81261184676227,2.096161546164721,0.8383951527217904,1.4478846083987842,0.6602758393241093
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,7,13,12,63,12,0.4772727272727273,56.35356242068454,5.25,5.25,11.0,11.0,1.4915399637447275,2.2576584331516547,1.0209281662503984,1.2821243459528142,0.6038828354975846
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,8,13,12,63,12,0.4772727272727273,52.72692885518431,5.25,5.25,11.0,10.0,1.7041950591114967,2.30926471471419,1.1300093457985292,1.2778816927563061,0.6147389853721269
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,9,13,12,63,12,0.4772727272727273,51.364303248952105,5.25,5.25,11.0,11.0,1.7366463784827486,2.161189008280127,0.9703432862652968,1.3877641721205278,0.6341725388510637
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,10,13,12,64,12,0.48484848484848486,62.33874832467805,5.333333333333333,5.333333333333333,11.0,11.0,1.6859530924179382,2.335967128568056,1.0871808486167491,1.2425276691263372,0.6186224803439211
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,11,11,13,12,54,12,0.4090909090909091,33.205172150242156,4.5,4.5,11.0,10.0,1.4590236575086526,2.3193750058372333,1.2876927622251861,1.0444940491156145,0.5957994354419016
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,0,12,11,55,11,0.5,38.658056153586884,5.0,5.0,10.0,10.0,1.7868514577610655,1.9231418586518323,0.6177220818891104,1.4549630284309387,0.7064011914317456
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,1,12,11,52,11,0.4727272727272727,43.449751259167165,4.7272727272727275,4.7272727272727275,10.0,9.0,1.374830653016358,2.2861129175783357,1.1959709823849092,1.1399665147066116,0.562582833063923
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,2,12,11,55,11,0.5,44.121322172667035,5.0,5.0,10.0,10.0,1.5521512067267589,2.025944111333512,0.7657404443787162,1.3567171037197112,0.7087776478256278
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,3,12,11,53,11,0.4818181818181818,48.06780157969931,4.818181818181818,4.818181818181818,9.0,10.0,1.2862830170363733,2.161804399577376,1.0197301388137303,1.224738386273384,0.6007123909107261
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,4,12,11,50,11,0.45454545454545453,44.39509238807734,4.545454545454546,4.545454545454546,10.0,8.0,1.4888744039298438,2.4240209469719916,1.3261674702371897,0.9634242311120034,0.6481991575104984
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,5,12,11,55,11,0.5,51.71624258186296,5.0,5.0,10.0,10.0,1.657637830064633,2.146596438147811,0.9659795229208594,1.2875265598297119,0.6979174792105751
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,6,12,11,51,11,0.4636363636363636,49.91213962606567,4.636363636363637,4.636363636363637,10.0,9.0,1.159762913782756,2.362693988711686,1.30203540974549,1.0652714982628821,0.6217373095271452
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,7,12,11,34,11,0.3090909090909091,-29.291332166407027,3.090909090909091,3.090909090909091,9.0,6.0,1.4569623966263914,1.9359705794273396,1.3587372759907952,0.7724440410733223,0.559021464396373
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,8,12,11,55,11,0.5,52.95700607978464,5.0,5.0,10.0,10.0,1.674574754176415,2.1636388427955873,0.9993572816988876,1.2844711929559707,0.6826396690138047
